Year,County,Region,Stage,Type,Count
2016,McLennan,7-Austin,Investigation,Family/Kinship Foster Home,108
2016,McLennan,7-Austin,Investigation,GRO/RTC,11
2016,McLennan,7-Austin,Investigation,Non-Relative Foster Home,76
2016,McLennan,7-Austin,Investigation,Other,53
2016,McLennan,7-Austin,Investigation,GRO/RTC,2
2016,McLennan,7-Austin,Family Preservation,Emergency Shelter,4
2016,McLennan,7-Austin,Family Preservation,Family/Kinship Foster Home,35
2016,McLennan,7-Austin,Family Preservation,GRO/RTC,3
2016,McLennan,7-Austin,Family Preservation,Non-Relative Foster Home,11
2016,McLennan,7-Austin,Family Preservation,Other,4
2016,Medina,8-San Antonio,Investigation,Emergency Shelter,7
2016,Medina,8-San Antonio,Investigation,Family/Kinship Foster Home,16
2016,Medina,8-San Antonio,Investigation,Non-Relative Foster Home,8
2016,Medina,8-San Antonio,Investigation,Other,9
2016,Medina,8-San Antonio,Family Preservation,Family/Kinship Foster Home,16
2016,Medina,8-San Antonio,Family Preservation,Other,1
2016,Menard,9-Midland,Investigation,Family/Kinship Foster Home,4
2016,Midland,9-Midland,Investigation,Emergency Shelter,10
2016,Midland,9-Midland,Investigation,Family/Kinship Foster Home,50
2016,Midland,9-Midland,Investigation,Non-Relative Foster Home,21
2016,Midland,9-Midland,Investigation,Other,10
2016,Midland,9-Midland,Investigation,GRO/RTC,1
2016,Midland,9-Midland,Family Preservation,Emergency Shelter,3
2016,Midland,9-Midland,Family Preservation,Family/Kinship Foster Home,9
2016,Midland,9-Midland,Family Preservation,Other,1
2016,Milam,7-Austin,Investigation,Emergency Shelter,1
2016,Milam,7-Austin,Investigation,Family/Kinship Foster Home,28
2016,Milam,7-Austin,Investigation,Non-Relative Foster Home,13
2016,Milam,7-Austin,Investigation,Other,1
2016,Milam,7-Austin,Family Preservation,Family/Kinship Foster Home,4
2016,Milam,7-Austin,Family Preservation,Non-Relative Foster Home,2
2016,Milam,7-Austin,Family Preservation,Other,3
2016,Mills,7-Austin,Investigation,Family/Kinship Foster Home,2
2016,Mills,7-Austin,Investigation,Non-Relative Foster Home,1
2016,Mitchell,2-Abilene,Investigation,Family/Kinship Foster Home,3
2016,Mitchell,2-Abilene,Investigation,Non-Relative Foster Home,3
2016,Mitchell,2-Abilene,Investigation,Other,1
2016,Mitchell,2-Abilene,Family Preservation,Family/Kinship Foster Home,1
2016,Montague,2-Abilene,Investigation,Emergency Shelter,10
2016,Montague,2-Abilene,Investigation,Family/Kinship Foster Home,16
2016,Montague,2-Abilene,Investigation,Non-Relative Foster Home,10
2016,Montague,2-Abilene,Investigation,Other,3
2016,Montague,2-Abilene,Family Preservation,Family/Kinship Foster Home,6
2016,Montague,2-Abilene,Family Preservation,Non-Relative Foster Home,1
2016,Montague,2-Abilene,Family Preservation,Other,2
2016,Montgomery,6-Houston,Investigation,Emergency Shelter,17
2016,Montgomery,6-Houston,Investigation,Family/Kinship Foster Home,88
2016,Montgomery,6-Houston,Investigation,Non-Relative Foster Home,48
2016,Montgomery,6-Houston,Investigation,Other,20
2016,Montgomery,6-Houston,Family Preservation,Emergency Shelter,2
2016,Montgomery,6-Houston,Family Preservation,Family/Kinship Foster Home,20
2016,Montgomery,6-Houston,Family Preservation,Non-Relative Foster Home,3
2016,Montgomery,6-Houston,Family Preservation,Other,2
2016,Moore,1-Lubbock,Investigation,Emergency Shelter,3
2016,Moore,1-Lubbock,Investigation,Family/Kinship Foster Home,9
2016,Moore,1-Lubbock,Investigation,Non-Relative Foster Home,8
2016,Moore,1-Lubbock,Investigation,Other,1
2016,Morris,4-Tyler,Investigation,Emergency Shelter,1
2016,Morris,4-Tyler,Investigation,Family/Kinship Foster Home,12
2016,Morris,4-Tyler,Investigation,GRO/RTC,1
2016,Morris,4-Tyler,Investigation,Non-Relative Foster Home,3
2016,Morris,4-Tyler,Investigation,Other,1
2016,Motley,1-Lubbock,Investigation,Family/Kinship Foster Home,1
2016,Nacogdoches,5-Beaumont,Investigation,Emergency Shelter,9
2016,Nacogdoches,5-Beaumont,Investigation,Family/Kinship Foster Home,21
2016,Nacogdoches,5-Beaumont,Investigation,Non-Relative Foster Home,22
2016,Nacogdoches,5-Beaumont,Investigation,Other,8
2016,Nacogdoches,5-Beaumont,Family Preservation,Family/Kinship Foster Home,7
2016,Nacogdoches,5-Beaumont,Family Preservation,Non-Relative Foster Home,4
2016,Navarro,3-Arlington,Investigation,Family/Kinship Foster Home,7
2016,Navarro,3-Arlington,Investigation,Non-Relative Foster Home,14
2016,Navarro,3-Arlington,Investigation,Other,10
2016,Navarro,3-Arlington,Investigation,GRO/RTC,1
2016,Navarro,3-Arlington,Family Preservation,Non-Relative Foster Home,13
2016,Newton,5-Beaumont,Investigation,Emergency Shelter,2
2016,Newton,5-Beaumont,Investigation,Family/Kinship Foster Home,7
2016,Newton,5-Beaumont,Investigation,GRO/RTC,1
2016,Newton,5-Beaumont,Investigation,Non-Relative Foster Home,11
2016,Newton,5-Beaumont,Investigation,Other,2
2016,Nolan,2-Abilene,Investigation,Emergency Shelter,2
2016,Nolan,2-Abilene,Investigation,Family/Kinship Foster Home,3
2016,Nolan,2-Abilene,Investigation,Non-Relative Foster Home,1
2016,Nolan,2-Abilene,Investigation,Other,3
2016,Nolan,2-Abilene,Family Preservation,Family/Kinship Foster Home,5
2016,Nueces,11-Edinburg,Investigation,Emergency Shelter,54
2016,Nueces,11-Edinburg,Investigation,Family/Kinship Foster Home,38
2016,Nueces,11-Edinburg,Investigation,GRO/RTC,4
2016,Nueces,11-Edinburg,Investigation,Non-Relative Foster Home,79
2016,Nueces,11-Edinburg,Investigation,Other,44
2016,Nueces,11-Edinburg,Investigation,GRO/RTC,1
2016,Nueces,11-Edinburg,Family Preservation,Emergency Shelter,25
2016,Nueces,11-Edinburg,Family Preservation,Family/Kinship Foster Home,85
2016,Nueces,11-Edinburg,Family Preservation,GRO/RTC,2
2016,Nueces,11-Edinburg,Family Preservation,Non-Relative Foster Home,27
2016,Nueces,11-Edinburg,Family Preservation,Other,15
2016,Ochiltree,1-Lubbock,Investigation,Family/Kinship Foster Home,5
2016,Ochiltree,1-Lubbock,Investigation,Non-Relative Foster Home,1
2016,Ochiltree,1-Lubbock,Investigation,Other,1
2016,Oldham,1-Lubbock,Investigation,Family/Kinship Foster Home,1
2016,Orange,5-Beaumont,Investigation,Emergency Shelter,15
2016,Orange,5-Beaumont,Investigation,Family/Kinship Foster Home,28
2016,Orange,5-Beaumont,Investigation,GRO/RTC,4
2016,Orange,5-Beaumont,Investigation,Non-Relative Foster Home,47
2016,Orange,5-Beaumont,Investigation,Other,13
2016,Orange,5-Beaumont,Investigation,GRO/RTC,1
2016,Orange,5-Beaumont,Family Preservation,Emergency Shelter,1
2016,Orange,5-Beaumont,Family Preservation,Family/Kinship Foster Home,5
2016,Orange,5-Beaumont,Family Preservation,Non-Relative Foster Home,6
2016,Orange,5-Beaumont,Family Preservation,Other,1
2016,Palo Pinto,3-Arlington,Investigation,Emergency Shelter,10
2016,Palo Pinto,3-Arlington,Investigation,Family/Kinship Foster Home,9
2016,Palo Pinto,3-Arlington,Investigation,GRO/RTC,2
2016,Palo Pinto,3-Arlington,Investigation,Non-Relative Foster Home,29
2016,Palo Pinto,3-Arlington,Investigation,Other,3
2016,Palo Pinto,3-Arlington,Family Preservation,Emergency Shelter,6
2016,Palo Pinto,3-Arlington,Family Preservation,Family/Kinship Foster Home,5
2016,Palo Pinto,3-Arlington,Family Preservation,Non-Relative Foster Home,18
2016,Palo Pinto,3-Arlington,Family Preservation,Other,3
2016,Panola,4-Tyler,Investigation,Emergency Shelter,1
2016,Panola,4-Tyler,Investigation,Family/Kinship Foster Home,15
2016,Panola,4-Tyler,Investigation,Non-Relative Foster Home,9
2016,Panola,4-Tyler,Investigation,Other,2
2016,Panola,4-Tyler,Family Preservation,Family/Kinship Foster Home,9
2016,Panola,4-Tyler,Family Preservation,Non-Relative Foster Home,1
2016,Panola,4-Tyler,Family Preservation,Other,3
2016,Parker,3-Arlington,Investigation,Emergency Shelter,10
2016,Parker,3-Arlington,Investigation,Family/Kinship Foster Home,13
2016,Parker,3-Arlington,Investigation,GRO/RTC,11
2016,Parker,3-Arlington,Investigation,Non-Relative Foster Home,31
2016,Parker,3-Arlington,Investigation,Other,12
2016,Parker,3-Arlington,Investigation,GRO/RTC,1
2016,Parker,3-Arlington,Family Preservation,Emergency Shelter,5
2016,Parker,3-Arlington,Family Preservation,Family/Kinship Foster Home,18
2016,Parker,3-Arlington,Family Preservation,Non-Relative Foster Home,12
2016,Parker,3-Arlington,Family Preservation,Other,7
2016,Parmer,1-Lubbock,Investigation,Family/Kinship Foster Home,7
2016,Pecos,9-Midland,Investigation,Family/Kinship Foster Home,2
2016,Pecos,9-Midland,Investigation,Non-Relative Foster Home,1
2016,Pecos,9-Midland,Family Preservation,Non-Relative Foster Home,4
2016,Polk,5-Beaumont,Investigation,Emergency Shelter,7
2016,Polk,5-Beaumont,Investigation,Family/Kinship Foster Home,20
2016,Polk,5-Beaumont,Investigation,Non-Relative Foster Home,14
2016,Polk,5-Beaumont,Investigation,Other,5
2016,Polk,5-Beaumont,Family Preservation,Family/Kinship Foster Home,5
2016,Polk,5-Beaumont,Family Preservation,Non-Relative Foster Home,1
2016,Potter,1-Lubbock,Investigation,Emergency Shelter,15
2016,Potter,1-Lubbock,Investigation,Family/Kinship Foster Home,38
2016,Potter,1-Lubbock,Investigation,Non-Relative Foster Home,41
2016,Potter,1-Lubbock,Investigation,Other,33
2016,Potter,1-Lubbock,Investigation,GRO/RTC,1
2016,Potter,1-Lubbock,Family Preservation,Emergency Shelter,2
2016,Potter,1-Lubbock,Family Preservation,Family/Kinship Foster Home,3
2016,Potter,1-Lubbock,Family Preservation,Non-Relative Foster Home,6
2016,Potter,1-Lubbock,Family Preservation,Other,1
2016,Rains,4-Tyler,Investigation,Emergency Shelter,4
2016,Rains,4-Tyler,Investigation,Family/Kinship Foster Home,2
2016,Rains,4-Tyler,Investigation,Non-Relative Foster Home,8
2016,Rains,4-Tyler,Investigation,GRO/RTC,1
2016,Randall,1-Lubbock,Investigation,Emergency Shelter,21
2016,Randall,1-Lubbock,Investigation,Family/Kinship Foster Home,21
2016,Randall,1-Lubbock,Investigation,GRO/RTC,9
2016,Randall,1-Lubbock,Investigation,Non-Relative Foster Home,15
2016,Randall,1-Lubbock,Investigation,Other,11
2016,Randall,1-Lubbock,Family Preservation,Family/Kinship Foster Home,8
2016,Randall,1-Lubbock,Family Preservation,Other,1
2016,Reagan,9-Midland,Investigation,Emergency Shelter,1
2016,Reagan,9-Midland,Investigation,Other,1
2016,Real,8-San Antonio,Investigation,Family/Kinship Foster Home,1
2016,Real,8-San Antonio,Investigation,Other,3
2016,Red River,4-Tyler,Investigation,Emergency Shelter,10
2016,Red River,4-Tyler,Investigation,Family/Kinship Foster Home,1
2016,Red River,4-Tyler,Investigation,Other,9
2016,Red River,4-Tyler,Family Preservation,Family/Kinship Foster Home,4
2016,Reeves,9-Midland,Investigation,Family/Kinship Foster Home,7
2016,Reeves,9-Midland,Investigation,Non-Relative Foster Home,2
2016,Reeves,9-Midland,Family Preservation,Non-Relative Foster Home,1
2016,Reeves,9-Midland,Family Preservation,Other,1
2016,Refugio,11-Edinburg,Investigation,Emergency Shelter,3
2016,Refugio,11-Edinburg,Family Preservation,Emergency Shelter,2
2016,Robertson,7-Austin,Investigation,Emergency Shelter,3
2016,Robertson,7-Austin,Investigation,Non-Relative Foster Home,4
2016,Robertson,7-Austin,Family Preservation,Family/Kinship Foster Home,3
2016,Rockwall,3-Arlington,Investigation,Emergency Shelter,6
2016,Rockwall,3-Arlington,Investigation,Family/Kinship Foster Home,6
2016,Rockwall,3-Arlington,Investigation,Non-Relative Foster Home,6
2016,Rockwall,3-Arlington,Investigation,Other,1
2016,Rockwall,3-Arlington,Family Preservation,Family/Kinship Foster Home,2
2016,Runnels,2-Abilene,Investigation,Family/Kinship Foster Home,1
2016,Runnels,2-Abilene,Investigation,Non-Relative Foster Home,2
2016,Runnels,2-Abilene,Investigation,Other,1
2016,Runnels,2-Abilene,Family Preservation,Emergency Shelter,1
2016,Rusk,4-Tyler,Investigation,Emergency Shelter,6
2016,Rusk,4-Tyler,Investigation,Family/Kinship Foster Home,25
2016,Rusk,4-Tyler,Investigation,GRO/RTC,2
2016,Rusk,4-Tyler,Investigation,Non-Relative Foster Home,17
2016,Rusk,4-Tyler,Investigation,Other,5
2016,Rusk,4-Tyler,Family Preservation,Family/Kinship Foster Home,21
2016,Rusk,4-Tyler,Family Preservation,Non-Relative Foster Home,3
2016,Sabine,5-Beaumont,Investigation,Emergency Shelter,2
2016,Sabine,5-Beaumont,Investigation,Family/Kinship Foster Home,1
2016,Sabine,5-Beaumont,Family Preservation,Family/Kinship Foster Home,1
2016,Sabine,5-Beaumont,Family Preservation,GRO/RTC,1
2016,Sabine,5-Beaumont,Family Preservation,Non-Relative Foster Home,2
2016,San Augustine,5-Beaumont,Investigation,Emergency Shelter,2
2016,San Augustine,5-Beaumont,Investigation,Family/Kinship Foster Home,1
2016,San Augustine,5-Beaumont,Investigation,Non-Relative Foster Home,1
2016,San Jacinto,5-Beaumont,Investigation,Emergency Shelter,8
2016,San Jacinto,5-Beaumont,Investigation,Family/Kinship Foster Home,8
2016,San Jacinto,5-Beaumont,Investigation,Non-Relative Foster Home,7
2016,San Jacinto,5-Beaumont,Investigation,Other,2
2016,San Jacinto,5-Beaumont,Family Preservation,Non-Relative Foster Home,2
2016,San Jacinto,5-Beaumont,Family Preservation,Other,1
2016,San Patricio,11-Edinburg,Investigation,Emergency Shelter,10
2016,San Patricio,11-Edinburg,Investigation,Family/Kinship Foster Home,9
2016,San Patricio,11-Edinburg,Investigation,Non-Relative Foster Home,20
2016,San Patricio,11-Edinburg,Investigation,Other,10
2016,San Patricio,11-Edinburg,Family Preservation,Emergency Shelter,1
2016,San Patricio,11-Edinburg,Family Preservation,Family/Kinship Foster Home,9
2016,San Patricio,11-Edinburg,Family Preservation,Non-Relative Foster Home,7
2016,San Saba,7-Austin,Investigation,Family/Kinship Foster Home,10
2016,San Saba,7-Austin,Investigation,Non-Relative Foster Home,5
2016,San Saba,7-Austin,Investigation,Other,1
2016,San Saba,7-Austin,Family Preservation,Non-Relative Foster Home,2
2016,Schleicher,9-Midland,Investigation,Family/Kinship Foster Home,3
2016,Schleicher,9-Midland,Family Preservation,Family/Kinship Foster Home,2
2016,Scurry,2-Abilene,Investigation,Emergency Shelter,1
2016,Scurry,2-Abilene,Investigation,Family/Kinship Foster Home,10
2016,Scurry,2-Abilene,Investigation,Other,3
2016,Scurry,2-Abilene,Family Preservation,Non-Relative Foster Home,7
2016,Shackelford,2-Abilene,Investigation,Non-Relative Foster Home,2
2016,Shackelford,2-Abilene,Investigation,Other,1
2016,Shelby,5-Beaumont,Investigation,Emergency Shelter,5
2016,Shelby,5-Beaumont,Investigation,Family/Kinship Foster Home,6
2016,Shelby,5-Beaumont,Investigation,Non-Relative Foster Home,8
2016,Shelby,5-Beaumont,Investigation,Other,4
2016,Shelby,5-Beaumont,Family Preservation,Family/Kinship Foster Home,2
2016,Shelby,5-Beaumont,Family Preservation,Non-Relative Foster Home,5
2016,Sherman,1-Lubbock,Investigation,Family/Kinship Foster Home,5
2016,Sherman,1-Lubbock,Family Preservation,Other,1
2016,Smith,4-Tyler,Investigation,Emergency Shelter,10
2016,Smith,4-Tyler,Investigation,Family/Kinship Foster Home,70
2016,Smith,4-Tyler,Investigation,Non-Relative Foster Home,39
2016,Smith,4-Tyler,Investigation,Other,18
2016,Smith,4-Tyler,Family Preservation,Family/Kinship Foster Home,30
2016,Smith,4-Tyler,Family Preservation,Non-Relative Foster Home,1
2016,Smith,4-Tyler,Family Preservation,Other,2
2016,Somervell,3-Arlington,Investigation,Emergency Shelter,1
2016,Somervell,3-Arlington,Investigation,Family/Kinship Foster Home,3
2016,Somervell,3-Arlington,Investigation,Non-Relative Foster Home,6
2016,Somervell,3-Arlington,Investigation,Other,3
2016,Starr,11-Edinburg,Investigation,Other,1
2016,Starr,11-Edinburg,Family Preservation,Emergency Shelter,1
2016,Starr,11-Edinburg,Family Preservation,Family/Kinship Foster Home,6
2016,Starr,11-Edinburg,Family Preservation,Non-Relative Foster Home,7
2016,Stephens,2-Abilene,Investigation,Family/Kinship Foster Home,2
2016,Stephens,2-Abilene,Family Preservation,Emergency Shelter,1
2016,Stephens,2-Abilene,Family Preservation,Family/Kinship Foster Home,4
2016,Sterling,9-Midland,Investigation,Family/Kinship Foster Home,4
2016,Sutton,9-Midland,Investigation,Family/Kinship Foster Home,8
2016,Sutton,9-Midland,Family Preservation,Family/Kinship Foster Home,1
2016,Swisher,1-Lubbock,Investigation,Emergency Shelter,1
2016,Swisher,1-Lubbock,Investigation,Family/Kinship Foster Home,3
2016,Swisher,1-Lubbock,Investigation,Non-Relative Foster Home,2
2016,Swisher,1-Lubbock,Investigation,Other,1
2016,Tarrant,3-Arlington,Investigation,Emergency Shelter,101
2016,Tarrant,3-Arlington,Investigation,Family/Kinship Foster Home,27
2016,Tarrant,3-Arlington,Investigation,GRO/RTC,23
2016,Tarrant,3-Arlington,Investigation,Non-Relative Foster Home,352
2016,Tarrant,3-Arlington,Investigation,Other,95
2016,Tarrant,3-Arlington,Investigation,GRO/RTC,9
2016,Tarrant,3-Arlington,Family Preservation,Emergency Shelter,10
2016,Tarrant,3-Arlington,Family Preservation,Family/Kinship Foster Home,14
2016,Tarrant,3-Arlington,Family Preservation,GRO/RTC,4
2016,Tarrant,3-Arlington,Family Preservation,Non-Relative Foster Home,53
2016,Tarrant,3-Arlington,Family Preservation,Other,21
2016,Taylor,2-Abilene,Investigation,Emergency Shelter,21
2016,Taylor,2-Abilene,Investigation,Family/Kinship Foster Home,58
2016,Taylor,2-Abilene,Investigation,Non-Relative Foster Home,74
2016,Taylor,2-Abilene,Investigation,Other,30
2016,Taylor,2-Abilene,Investigation,GRO/RTC,1
2016,Taylor,2-Abilene,Family Preservation,Emergency Shelter,3
2016,Taylor,2-Abilene,Family Preservation,Family/Kinship Foster Home,40
2016,Taylor,2-Abilene,Family Preservation,Non-Relative Foster Home,21
2016,Taylor,2-Abilene,Family Preservation,Other,11
2016,Terry,1-Lubbock,Investigation,Emergency Shelter,3
2016,Terry,1-Lubbock,Investigation,Family/Kinship Foster Home,1
2016,Terry,1-Lubbock,Investigation,GRO/RTC,2
2016,Terry,1-Lubbock,Investigation,Non-Relative Foster Home,6
2016,Titus,4-Tyler,Investigation,Emergency Shelter,5
2016,Titus,4-Tyler,Investigation,Family/Kinship Foster Home,7
2016,Titus,4-Tyler,Investigation,Non-Relative Foster Home,18
2016,Titus,4-Tyler,Investigation,Other,8
2016,Titus,4-Tyler,Family Preservation,Family/Kinship Foster Home,3
2016,Tom Green,9-Midland,Investigation,Emergency Shelter,2
2016,Tom Green,9-Midland,Investigation,Family/Kinship Foster Home,54
2016,Tom Green,9-Midland,Investigation,Non-Relative Foster Home,28
2016,Tom Green,9-Midland,Investigation,Other,21
2016,Tom Green,9-Midland,Investigation,GRO/RTC,1
2016,Tom Green,9-Midland,Family Preservation,Emergency Shelter,7
2016,Tom Green,9-Midland,Family Preservation,Family/Kinship Foster Home,39
2016,Tom Green,9-Midland,Family Preservation,Non-Relative Foster Home,3
2016,Tom Green,9-Midland,Family Preservation,Other,2
2016,Travis,7-Austin,Investigation,Emergency Shelter,44
2016,Travis,7-Austin,Investigation,Family/Kinship Foster Home,235
2016,Travis,7-Austin,Investigation,GRO/RTC,9
2016,Travis,7-Austin,Investigation,Non-Relative Foster Home,188
2016,Travis,7-Austin,Investigation,Other,96
2016,Travis,7-Austin,Investigation,GRO/RTC,2
2016,Travis,7-Austin,Family Preservation,Emergency Shelter,5
2016,Travis,7-Austin,Family Preservation,Family/Kinship Foster Home,124
2016,Travis,7-Austin,Family Preservation,Non-Relative Foster Home,33
2016,Travis,7-Austin,Family Preservation,Other,25
2016,Trinity,5-Beaumont,Investigation,Emergency Shelter,2
2016,Trinity,5-Beaumont,Investigation,Family/Kinship Foster Home,1
2016,Trinity,5-Beaumont,Investigation,Non-Relative Foster Home,10
2016,Trinity,5-Beaumont,Investigation,Other,2
2016,Trinity,5-Beaumont,Family Preservation,Family/Kinship Foster Home,4
2016,Trinity,5-Beaumont,Family Preservation,GRO/RTC,2
2016,Tyler,5-Beaumont,Investigation,Emergency Shelter,1
2016,Tyler,5-Beaumont,Investigation,Family/Kinship Foster Home,1
2016,Tyler,5-Beaumont,Investigation,Non-Relative Foster Home,4
2016,Tyler,5-Beaumont,Investigation,Other,3
2016,Upshur,4-Tyler,Investigation,Emergency Shelter,4
2016,Upshur,4-Tyler,Investigation,Family/Kinship Foster Home,27
2016,Upshur,4-Tyler,Investigation,Non-Relative Foster Home,12
2016,Upshur,4-Tyler,Investigation,Other,1
2016,Upshur,4-Tyler,Investigation,GRO/RTC,1
2016,Upshur,4-Tyler,Family Preservation,Family/Kinship Foster Home,4
2016,Upshur,4-Tyler,Family Preservation,GRO/RTC,1
2016,Upshur,4-Tyler,Family Preservation,Non-Relative Foster Home,1
2016,Upshur,4-Tyler,Family Preservation,Other,1
2016,Upton,9-Midland,Investigation,Family/Kinship Foster Home,2
2016,Uvalde,8-San Antonio,Investigation,Emergency Shelter,10
2016,Uvalde,8-San Antonio,Investigation,Family/Kinship Foster Home,7
2016,Uvalde,8-San Antonio,Investigation,Non-Relative Foster Home,5
2016,Uvalde,8-San Antonio,Investigation,Other,12
2016,Uvalde,8-San Antonio,Family Preservation,Family/Kinship Foster Home,6
2016,Val Verde,8-San Antonio,Investigation,Family/Kinship Foster Home,17
2016,Val Verde,8-San Antonio,Investigation,Other,1
2016,Val Verde,8-San Antonio,Family Preservation,Family/Kinship Foster Home,3
2016,Van Zandt,4-Tyler,Investigation,Emergency Shelter,17
2016,Van Zandt,4-Tyler,Investigation,Family/Kinship Foster Home,34
2016,Van Zandt,4-Tyler,Investigation,GRO/RTC,2
2016,Van Zandt,4-Tyler,Investigation,Non-Relative Foster Home,27
2016,Van Zandt,4-Tyler,Investigation,Other,12
2016,Van Zandt,4-Tyler,Family Preservation,Emergency Shelter,5
2016,Van Zandt,4-Tyler,Family Preservation,Family/Kinship Foster Home,6
2016,Van Zandt,4-Tyler,Family Preservation,GRO/RTC,2
2016,Van Zandt,4-Tyler,Family Preservation,Non-Relative Foster Home,4
2016,Van Zandt,4-Tyler,Family Preservation,Other,1
2016,Victoria,8-San Antonio,Investigation,Emergency Shelter,12
2016,Victoria,8-San Antonio,Investigation,Family/Kinship Foster Home,4
2016,Victoria,8-San Antonio,Investigation,Non-Relative Foster Home,5
2016,Victoria,8-San Antonio,Investigation,Other,2
2016,Victoria,8-San Antonio,Family Preservation,Emergency Shelter,5
2016,Victoria,8-San Antonio,Family Preservation,Family/Kinship Foster Home,14
2016,Victoria,8-San Antonio,Family Preservation,GRO/RTC,3
2016,Victoria,8-San Antonio,Family Preservation,Non-Relative Foster Home,8
2016,Victoria,8-San Antonio,Family Preservation,Other,2
2016,Walker,6-Houston,Investigation,Emergency Shelter,4
2016,Walker,6-Houston,Investigation,Family/Kinship Foster Home,7
2016,Walker,6-Houston,Investigation,Non-Relative Foster Home,3
2016,Walker,6-Houston,Investigation,Other,1
2016,Walker,6-Houston,Family Preservation,Family/Kinship Foster Home,2
2016,Waller,6-Houston,Investigation,Emergency Shelter,2
2016,Waller,6-Houston,Investigation,Family/Kinship Foster Home,9
2016,Waller,6-Houston,Investigation,Non-Relative Foster Home,8
2016,Waller,6-Houston,Investigation,Other,5
2016,Waller,6-Houston,Family Preservation,Family/Kinship Foster Home,8
2016,Waller,6-Houston,Family Preservation,Other,3
2016,Ward,9-Midland,Investigation,Family/Kinship Foster Home,2
2016,Ward,9-Midland,Investigation,Non-Relative Foster Home,1
2016,Ward,9-Midland,Investigation,Other,1
2016,Ward,9-Midland,Family Preservation,Emergency Shelter,3
2016,Ward,9-Midland,Family Preservation,Family/Kinship Foster Home,3
2016,Ward,9-Midland,Family Preservation,Non-Relative Foster Home,2
2016,Washington,7-Austin,Investigation,Emergency Shelter,6
2016,Washington,7-Austin,Investigation,Family/Kinship Foster Home,14
2016,Washington,7-Austin,Investigation,Non-Relative Foster Home,4
2016,Washington,7-Austin,Investigation,Other,1
2016,Washington,7-Austin,Family Preservation,Other,2
2016,Webb,11-Edinburg,Investigation,Emergency Shelter,19
2016,Webb,11-Edinburg,Investigation,Family/Kinship Foster Home,14
2016,Webb,11-Edinburg,Investigation,Non-Relative Foster Home,48
2016,Webb,11-Edinburg,Investigation,Other,29
2016,Webb,11-Edinburg,Family Preservation,Emergency Shelter,7
2016,Webb,11-Edinburg,Family Preservation,Family/Kinship Foster Home,15
2016,Webb,11-Edinburg,Family Preservation,Non-Relative Foster Home,22
2016,Webb,11-Edinburg,Family Preservation,Other,6
2016,Wharton,6-Houston,Investigation,Family/Kinship Foster Home,6
2016,Wharton,6-Houston,Investigation,Non-Relative Foster Home,9
2016,Wharton,6-Houston,Investigation,Other,1
2016,Wharton,6-Houston,Investigation,GRO/RTC,1
2016,Wharton,6-Houston,Family Preservation,Family/Kinship Foster Home,3
2016,Wharton,6-Houston,Family Preservation,Non-Relative Foster Home,5
2016,Wheeler,1-Lubbock,Investigation,Family/Kinship Foster Home,1
2016,Wheeler,1-Lubbock,Family Preservation,Family/Kinship Foster Home,2
2016,Wheeler,1-Lubbock,Family Preservation,Other,1
2016,Wichita,2-Abilene,Investigation,Emergency Shelter,42
2016,Wichita,2-Abilene,Investigation,Family/Kinship Foster Home,5
2016,Wichita,2-Abilene,Investigation,Non-Relative Foster Home,48
2016,Wichita,2-Abilene,Investigation,Other,6
2016,Wichita,2-Abilene,Family Preservation,Emergency Shelter,12
2016,Wichita,2-Abilene,Family Preservation,Family/Kinship Foster Home,6
2016,Wichita,2-Abilene,Family Preservation,Non-Relative Foster Home,15
2016,Wichita,2-Abilene,Family Preservation,Other,2
2016,Wilbarger,2-Abilene,Investigation,Non-Relative Foster Home,3
2016,Wilbarger,2-Abilene,Investigation,Other,5
2016,Willacy,11-Edinburg,Investigation,Non-Relative Foster Home,5
2016,Willacy,11-Edinburg,Investigation,Other,7
2016,Willacy,11-Edinburg,Family Preservation,Emergency Shelter,1
2016,Willacy,11-Edinburg,Family Preservation,Family/Kinship Foster Home,1
2016,Willacy,11-Edinburg,Family Preservation,Non-Relative Foster Home,9
2016,Williamson,7-Austin,Investigation,Emergency Shelter,6
2016,Williamson,7-Austin,Investigation,Family/Kinship Foster Home,50
2016,Williamson,7-Austin,Investigation,GRO/RTC,10
2016,Williamson,7-Austin,Investigation,Non-Relative Foster Home,41
2016,Williamson,7-Austin,Investigation,Other,23
2016,Williamson,7-Austin,Family Preservation,Emergency Shelter,2
2016,Williamson,7-Austin,Family Preservation,Family/Kinship Foster Home,41
2016,Williamson,7-Austin,Family Preservation,GRO/RTC,4
2016,Williamson,7-Austin,Family Preservation,Non-Relative Foster Home,7
2016,Williamson,7-Austin,Family Preservation,Other,3
2016,Wilson,8-San Antonio,Investigation,Emergency Shelter,4
2016,Wilson,8-San Antonio,Investigation,Family/Kinship Foster Home,10
2016,Wilson,8-San Antonio,Investigation,Other,3
2016,Wilson,8-San Antonio,Family Preservation,Emergency Shelter,3
2016,Wilson,8-San Antonio,Family Preservation,Family/Kinship Foster Home,2
2016,Wilson,8-San Antonio,Family Preservation,Non-Relative Foster Home,1
2016,Wilson,8-San Antonio,Family Preservation,Other,1
2016,Winkler,9-Midland,Investigation,Family/Kinship Foster Home,1
2016,Winkler,9-Midland,Investigation,Non-Relative Foster Home,1
2016,Winkler,9-Midland,Investigation,Other,1
